store_location,product_category,product_type,product_detail,total_qty_of_product_sold,total_revenue,day_of_transaction,day_number,month_of_transaction,month_number,transaction_quarter,time_of_transaction,days_classification,time_classification
Hell's Kitchen,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3.0,Tue,3,May,5,2,17:20:53,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte,1,3.75,Tue,3,May,5,2,17:21:20,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,May,5,2,17:21:20,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Tue,3,May,5,2,17:22:44,Weekday,Afternoon
Hell's Kitchen,Loose Tea,Herbal tea,Peppermint,1,8.95,Tue,3,May,5,2,17:22:44,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Tue,3,May,5,2,17:25:44,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3.0,Tue,3,May,5,2,17:29:11,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,May,5,2,17:29:53,Weekday,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,May,5,2,17:31:36,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,May,5,2,17:33:04,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Latte Rg,1,4.25,Tue,3,May,5,2,17:35:23,Weekday,Afternoon
Astoria,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2,1.6,Tue,3,May,5,2,17:35:23,Weekday,Afternoon
Astoria,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,May,5,2,17:35:23,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,Earl Grey Lg,1,3.0,Tue,3,May,5,2,17:36:29,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,May,5,2,17:37:06,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,May,5,2,17:37:32,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Tue,3,May,5,2,17:39:04,Weekday,Afternoon
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,6.2,Tue,3,May,5,2,17:40:12,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,Tue,3,May,5,2,17:42:35,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Tue,3,May,5,2,17:43:12,Weekday,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,6.0,Tue,3,May,5,2,17:43:51,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,May,5,2,17:45:21,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Tue,3,May,5,2,17:46:13,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,May,5,2,17:46:13,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino,2,7.5,Tue,3,May,5,2,17:49:03,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,May,5,2,17:49:57,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Tue,3,May,5,2,17:50:09,Weekday,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Tue,3,May,5,2,17:50:31,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Tue,3,May,5,2,17:52:05,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,May,5,2,17:55:52,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,May,5,2,17:56:21,Weekday,Afternoon
Lower Manhattan,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,May,5,2,17:56:21,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,May,5,2,17:59:18,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,May,5,2,18:00:07,Weekday,Evening
Astoria,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,May,5,2,18:00:07,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,May,5,2,18:00:21,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,Tue,3,May,5,2,18:05:48,Weekday,Evening
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,May,5,2,18:06:24,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Tue,3,May,5,2,18:06:59,Weekday,Evening
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,May,5,2,18:07:04,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,Tue,3,May,5,2,18:08:12,Weekday,Evening
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Tue,3,May,5,2,18:10:15,Weekday,Evening
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,May,5,2,18:11:18,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,May,5,2,18:11:37,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,May,5,2,18:12:47,Weekday,Evening
Astoria,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Tue,3,May,5,2,18:13:49,Weekday,Evening
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Tue,3,May,5,2,18:15:12,Weekday,Evening
Hell's Kitchen,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Tue,3,May,5,2,18:15:59,Weekday,Evening
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,May,5,2,18:17:16,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,May,5,2,18:18:10,Weekday,Evening
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,May,5,2,18:18:18,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino,1,3.75,Tue,3,May,5,2,18:19:36,Weekday,Evening
Hell's Kitchen,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,May,5,2,18:19:36,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Tue,3,May,5,2,18:21:55,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Tue,3,May,5,2,18:24:10,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Tue,3,May,5,2,18:26:58,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,Tue,3,May,5,2,18:28:03,Weekday,Evening
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,May,5,2,18:33:01,Weekday,Evening
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Tue,3,May,5,2,18:33:14,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,May,5,2,18:36:18,Weekday,Evening
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,2,6.0,Tue,3,May,5,2,18:37:01,Weekday,Evening
Astoria,Loose Tea,Black tea,Earl Grey,1,8.95,Tue,3,May,5,2,18:37:01,Weekday,Evening
Astoria,Coffee,Barista Espresso,Cappuccino,1,3.75,Tue,3,May,5,2,18:38:42,Weekday,Evening
Astoria,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,May,5,2,18:38:42,Weekday,Evening
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,May,5,2,18:39:27,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,May,5,2,18:42:22,Weekday,Evening
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,May,5,2,18:48:25,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,7.0,Tue,3,May,5,2,18:50:33,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,May,5,2,18:51:44,Weekday,Evening
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,Tue,3,May,5,2,18:53:37,Weekday,Evening
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,May,5,2,18:53:37,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,May,5,2,18:54:58,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,7.0,Tue,3,May,5,2,18:57:52,Weekday,Evening
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Tue,3,May,5,2,19:01:28,Weekday,Evening
Astoria,Coffee beans,House blend Beans,Our Old Time Diner Blend,1,18.0,Tue,3,May,5,2,19:01:28,Weekday,Evening
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,May,5,2,19:03:09,Weekday,Evening
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Tue,3,May,5,2,19:14:16,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Tue,3,May,5,2,19:17:31,Weekday,Evening
Astoria,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Tue,3,May,5,2,19:18:03,Weekday,Evening
Astoria,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,May,5,2,19:18:03,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,May,5,2,19:19:24,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Tue,3,May,5,2,19:20:02,Weekday,Evening
Hell's Kitchen,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,May,5,2,19:20:02,Weekday,Evening
Astoria,Coffee,Barista Espresso,Espresso shot,2,6.0,Tue,3,May,5,2,19:20:22,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Latte Rg,1,4.25,Tue,3,May,5,2,19:21:14,Weekday,Evening
Hell's Kitchen,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,May,5,2,19:21:14,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Tue,3,May,5,2,19:24:50,Weekday,Evening
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,May,5,2,19:26:40,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Latte,1,3.75,Tue,3,May,5,2,19:29:07,Weekday,Evening
Astoria,Coffee,Barista Espresso,Latte Rg,2,8.5,Tue,3,May,5,2,19:30:38,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Tue,3,May,5,2,19:33:04,Weekday,Evening
Astoria,Bakery,Pastry,Croissant,1,3.5,Tue,3,May,5,2,19:33:04,Weekday,Evening
Astoria,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,May,5,2,19:33:40,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Tue,3,May,5,2,19:35:05,Weekday,Evening
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,May,5,2,19:37:37,Weekday,Evening
Astoria,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,May,5,2,19:37:37,Weekday,Evening
Astoria,Coffee beans,Gourmet Beans,Ethiopia,1,21.0,Tue,3,May,5,2,19:37:37,Weekday,Evening
Astoria,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Tue,3,May,5,2,19:37:43,Weekday,Evening
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,Tue,3,May,5,2,19:39:26,Weekday,Evening
Astoria,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,May,5,2,19:39:26,Weekday,Evening
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,May,5,2,19:40:36,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Tue,3,May,5,2,19:40:54,Weekday,Evening
Astoria,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Tue,3,May,5,2,19:41:44,Weekday,Evening
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,May,5,2,19:42:33,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3.0,Tue,3,May,5,2,19:44:45,Weekday,Evening
Astoria,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,May,5,2,19:46:42,Weekday,Evening
Astoria,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,May,5,2,19:46:42,Weekday,Evening
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Tue,3,May,5,2,19:46:45,Weekday,Evening
Astoria,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,May,5,2,19:51:42,Weekday,Evening
Astoria,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,May,5,2,19:52:15,Weekday,Evening
Astoria,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,May,5,2,19:52:15,Weekday,Evening
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,Tue,3,May,5,2,19:54:29,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,May,5,2,19:56:08,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,May,5,2,19:57:11,Weekday,Evening
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,May,5,2,19:59:51,Weekday,Evening
Astoria,Coffee beans,Organic Beans,Brazilian - Organic,1,18.0,Tue,3,May,5,2,19:59:51,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,Wed,4,May,5,2,06:01:54,Weekday,Evening
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Wed,4,May,5,2,06:01:54,Weekday,Evening
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Wed,4,May,5,2,06:06:47,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Wed,4,May,5,2,06:09:55,Weekday,Evening
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Wed,4,May,5,2,06:15:21,Weekday,Evening
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Wed,4,May,5,2,06:17:34,Weekday,Evening
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,Wed,4,May,5,2,06:18:11,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Wed,4,May,5,2,06:18:12,Weekday,Evening
Lower Manhattan,Bakery,Scone,Ginger Scone,1,3.25,Wed,4,May,5,2,06:18:12,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Wed,4,May,5,2,06:18:26,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Wed,4,May,5,2,06:18:58,Weekday,Evening
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Wed,4,May,5,2,06:21:10,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Wed,4,May,5,2,06:21:30,Weekday,Evening
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Wed,4,May,5,2,06:21:50,Weekday,Evening
Lower Manhattan,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2,1.6,Wed,4,May,5,2,06:21:50,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Wed,4,May,5,2,06:24:03,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Wed,4,May,5,2,06:25:10,Weekday,Evening
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Wed,4,May,5,2,06:26:01,Weekday,Evening
Lower Manhattan,Flavours,Regular syrup,Chocolate syrup,1,0.8,Wed,4,May,5,2,06:26:01,Weekday,Evening
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Wed,4,May,5,2,06:26:14,Weekday,Evening
Lower Manhattan,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Wed,4,May,5,2,06:26:14,Weekday,Evening
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Wed,4,May,5,2,06:26:27,Weekday,Evening
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Wed,4,May,5,2,06:27:13,Weekday,Evening
Lower Manhattan,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Wed,4,May,5,2,06:27:13,Weekday,Evening
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Wed,4,May,5,2,06:27:19,Weekday,Evening
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Wed,4,May,5,2,06:27:19,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Ouro Brasileiro shot,1,2.1,Wed,4,May,5,2,06:30:18,Weekday,Evening
Hell's Kitchen,Bakery,Scone,Oatmeal Scone,1,3.0,Wed,4,May,5,2,06:30:18,Weekday,Evening
Hell's Kitchen,Bakery,Scone,Ginger Scone,1,3.25,Wed,4,May,5,2,06:30:18,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Wed,4,May,5,2,06:31:58,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Wed,4,May,5,2,06:32:00,Weekday,Evening
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Wed,4,May,5,2,06:32:07,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,1,3.0,Wed,4,May,5,2,06:32:46,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Wed,4,May,5,2,06:33:36,Weekday,Evening
Lower Manhattan,Coffee beans,House blend Beans,Our Old Time Diner Blend,1,18.0,Wed,4,May,5,2,06:33:36,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Wed,4,May,5,2,06:33:38,Weekday,Evening
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3.0,Wed,4,May,5,2,06:33:41,Weekday,Evening
Lower Manhattan,Loose Tea,Chai tea,Spicy Eye Opener Chai,1,10.95,Wed,4,May,5,2,06:33:41,Weekday,Evening
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Wed,4,May,5,2,06:36:05,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Wed,4,May,5,2,06:37:42,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Wed,4,May,5,2,06:38:59,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Wed,4,May,5,2,06:39:38,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Wed,4,May,5,2,06:41:51,Weekday,Evening
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Wed,4,May,5,2,06:42:11,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Wed,4,May,5,2,06:42:16,Weekday,Evening
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,1,3.0,Wed,4,May,5,2,06:42:19,Weekday,Evening
Lower Manhattan,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Wed,4,May,5,2,06:42:19,Weekday,Evening
Lower Manhattan,Bakery,Scone,Cranberry Scone,1,3.25,Wed,4,May,5,2,06:42:19,Weekday,Evening
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Wed,4,May,5,2,06:44:22,Weekday,Evening
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Wed,4,May,5,2,06:44:22,Weekday,Evening
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Wed,4,May,5,2,06:44:38,Weekday,Evening
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,1,4.5,Wed,4,May,5,2,06:44:38,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,Wed,4,May,5,2,06:44:49,Weekday,Evening
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Wed,4,May,5,2,06:45:22,Weekday,Evening
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Wed,4,May,5,2,06:45:35,Weekday,Evening
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Wed,4,May,5,2,06:47:11,Weekday,Evening
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Wed,4,May,5,2,06:48:31,Weekday,Evening
Lower Manhattan,Coffee,Barista Espresso,Ouro Brasileiro shot,3,9.0,Wed,4,May,5,2,06:48:38,Weekday,Evening
Lower Manhattan,Bakery,Pastry,Almond Croissant,1,3.75,Wed,4,May,5,2,06:48:38,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,Wed,4,May,5,2,06:48:45,Weekday,Evening
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Wed,4,May,5,2,06:49:53,Weekday,Evening
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Wed,4,May,5,2,06:50:15,Weekday,Evening
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,7.5,Wed,4,May,5,2,06:50:32,Weekday,Evening
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Wed,4,May,5,2,06:51:20,Weekday,Evening
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Wed,4,May,5,2,06:51:29,Weekday,Evening
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Wed,4,May,5,2,06:52:10,Weekday,Evening
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Wed,4,May,5,2,06:55:06,Weekday,Evening
Lower Manhattan,Bakery,Scone,Scottish Cream Scone ,1,4.5,Wed,4,May,5,2,06:55:06,Weekday,Evening
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Wed,4,May,5,2,06:58:51,Weekday,Evening
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Wed,4,May,5,2,06:59:30,Weekday,Evening
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Wed,4,May,5,2,07:00:08,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Wed,4,May,5,2,07:00:52,Weekday,Early Morning
Lower Manhattan,Bakery,Scone,Ginger Scone,1,3.25,Wed,4,May,5,2,07:00:52,Weekday,Early Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Wed,4,May,5,2,07:01:58,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Wed,4,May,5,2,07:01:58,Weekday,Early Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Wed,4,May,5,2,07:02:42,Weekday,Early Morning
Lower Manhattan,Bakery,Scone,Cranberry Scone,1,3.25,Wed,4,May,5,2,07:02:42,Weekday,Early Morning
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Wed,4,May,5,2,07:02:56,Weekday,Early Morning
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Wed,4,May,5,2,07:03:05,Weekday,Early Morning
Astoria,Bakery,Pastry,Chocolate Croissant,1,3.75,Wed,4,May,5,2,07:03:05,Weekday,Early Morning
Astoria,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Wed,4,May,5,2,07:03:08,Weekday,Early Morning
Astoria,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2,1.6,Wed,4,May,5,2,07:03:08,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Wed,4,May,5,2,07:03:49,Weekday,Early Morning
Astoria,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Wed,4,May,5,2,07:04:02,Weekday,Early Morning
Astoria,Flavours,Regular syrup,Chocolate syrup,1,0.8,Wed,4,May,5,2,07:04:02,Weekday,Early Morning
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Wed,4,May,5,2,07:04:58,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Wed,4,May,5,2,07:05:54,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Wed,4,May,5,2,07:07:45,Weekday,Early Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Wed,4,May,5,2,07:08:17,Weekday,Early Morning
Astoria,Coffee,Barista Espresso,Cappuccino,1,3.75,Wed,4,May,5,2,07:10:11,Weekday,Early Morning
Astoria,Flavours,Regular syrup,Carmel syrup,1,0.8,Wed,4,May,5,2,07:10:11,Weekday,Early Morning
